record_id,start,activity_desc_english,activity_desc
FUSPCEU_S021,2025-01-25T15:00:00Z,dizziness,mareos
FUSPCEU_S021,2025-01-25T16:00:00Z,dizziness,mareos
FUSPCEU_S021,2025-01-25T17:00:00Z,dizziness,mareos
FUSPCEU_S021,2025-01-25T18:00:00Z,dizziness,mareos
FUSPCEU_S021,2025-01-25T19:00:00Z,dizziness,mareos
FUSPCEU_S021,2025-01-25T20:00:00Z,dizziness,mareos
FUSPCEU_S021,2025-01-25T21:00:00Z,dizziness,mareos
FUSPCEU_S021,2025-01-25T22:00:00Z,dizziness,mareos
FUSPCEU_S021,2025-01-26T18:00:00Z,afternoon snack,merienda
FUSPCEU_S021,2025-01-26T19:00:00Z,snack,merienda
FUSPCEU_S022,2025-01-29T17:00:00Z,at the bowling alley,en bolera
FUSPCEU_S022,2025-01-30T18:00:00Z,in a bag,en bolsa
FUSPCEU_S022,2025-01-30T19:00:00Z,in the bag,en bolsa
FUSPCEU_S022,2025-01-30T20:00:00Z,in the bag,en bolsa
FUSPCEU_S022,2025-01-31T18:00:00Z,in the stock market,en bolsa
FUSPCEU_S022,2025-02-01T20:00:00Z,in a bag,en bolsa
FUSPCEU_S022,2025-02-01T21:00:00Z,in bag,en bolsa
FUSPCEU_S022,2025-02-02T12:00:00Z,bar,bar
FUSPCEU_S022,2025-02-02T18:00:00Z,in a bag,en bolsa
FUSPCEU_S023,2025-01-29T19:00:00Z,concert,concierto
FUSPCEU_S023,2025-01-29T20:00:00Z,concert,concierto
FUSPCEU_S023,2025-01-30T19:00:00Z,Musical or concert,musical o concierto
FUSPCEU_S023,2025-01-30T20:00:00Z,musical or concert,musical o concierto
FUSPCEU_S024,2025-02-03T17:00:00Z,Sports at the gym,deporte en gimnasio
FUSPCEU_S024,2025-02-04T16:00:00Z,gym workout,deporte en gimnasio
FUSPCEU_S024,2025-02-04T17:00:00Z,Gym sports,deporte en gimnasio
FUSPCEU_S024,2025-02-04T18:00:00Z,sports at the gym,deporte en gimnasio
FUSPCEU_S024,2025-02-04T19:00:00Z,sports at gym,deporte en gimnasio
FUSPCEU_S024,2025-02-04T20:00:00Z,bar with friends,bar con amigos
FUSPCEU_S024,2025-02-04T21:00:00Z,bar with friends,bar con amigos
FUSPCEU_S024,2025-02-05T17:00:00Z,indoor sports,deporte en interiores
FUSPCEU_S024,2025-02-05T18:00:00Z,indoor sports,deporte en interiores
FUSPCEU_S024,2025-02-06T17:00:00Z,indoor sports,deporte en interiores
FUSPCEU_S024,2025-02-06T18:00:00Z,indoor sports,deporte en interiores
FUSPCEU_S024,2025-02-07T10:00:00Z,welcome day,welcome day
FUSPCEU_S024,2025-02-07T11:00:00Z,welcome day,welcome day
FUSPCEU_S024,2025-02-07T12:00:00Z,welcome day,welcome day
FUSPCEU_S024,2025-02-08T11:00:00Z,indoor sports,deporte en interiores
FUSPCEU_S024,2025-02-09T15:00:00Z,tiredness in eyes,cansancio en ojos
FUSPCEU_S024,2025-02-09T16:00:00Z,eye fatigue,cansancio en ojos
FUSPCEU_S025,2025-02-06T19:00:00Z,theater,teatro
FUSPCEU_S025,2025-02-06T20:00:00Z,theater,teatro
FUSPCEU_S025,2025-02-07T18:00:00Z,medical consultation,consulta medica
FUSPCEU_S025,2025-02-08T09:00:00Z,indoor sports,deporte en interiores
FUSPCEU_S025,2025-02-08T10:00:00Z,indoor sports,deporte en interiores
FUSPCEU_S025,2025-02-09T10:00:00Z,indoor leisure time,tiempo libre en interior
FUSPCEU_S025,2025-02-09T11:00:00Z,free time indoors,tiempo libre en interior
FUSPCEU_S025,2025-02-09T15:00:00Z,musical,musical
FUSPCEU_S025,2025-02-09T16:00:00Z,musical,musical
FUSPCEU_S025,2025-02-09T17:00:00Z,musical,musical
FUSPCEU_S025,2025-02-09T18:00:00Z,musical,musical
